SERVICIO,DESCRIPCIO,PIEZAS SOLICITADAS,PRECIO UNITARIO
UNIDAD TOCOQUIRURGICA,FOSFATO DE POTASIO,1,14.61
URGENCIAS,PARACETAMOL,10,129.68
URGENCIAS,PROPOFOL,8,1038.46
URGENCIAS,CAPTOPRIL,10,0.15
TERAPIA RESPIRATORIA,BUDESONIDA,200,23.86
TERAPIA RESPIRATORIA,SALBUTAMOL/BROMURO DE IPRATROPIO,200,13.38
MEDICINA INTERNA,PREDNISONA,1,1.42
MEDICINA INTERNA,FITOMENADIONA,1,8.03
MEDICINA INTERNA,LACTATO GLUCONATO DE CALCIO,3,2.24
MEDICINA INTERNA,ACIDO ACETILSALICILICO,1,0.38
MEDICINA INTERNA,ONDANSENTRON ,2,12
AREA DE CHOQUE,LINEZOLID,2,287.5
CIRUGIA GENERAL,METOPROLOL,1,0.44
CIRUGIA GENERAL,OCTREOTIDA,1,455.14
CIRUGIA GENERAL,BUMETANIDA,2,40.38
CIRUGIA GENERAL,NIFEDIPINO,1,1.2
CIRUGIA GENERAL,NIFEDIPINO,2,1.2
MEDICINA INTERNA,FUROSEMIDA,2,0.32
CIRUGIA GENERAL,CLINDAMICINA,4,14.33
MEDICINA INTERNA,CARBAMAZEPINA,1,1.83
MEDICINA INTERNA,CEFEPIME ,6,50.64
MEDICINA INTERNA,DOXICICLINA,4,5.48
MEDICINA INTERNA,TRIMETOPRIM/SULFAMETOXAZOL,2,11.5
URGENCIAS,ISONIACIDA,2,3.29
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CEFALOTINA SODICA,4,24.71
AREA DE CHOQUE,ISONIACIDA,2,3.29
CIRUGIA GENERAL,CLARITROMICINA,4,257.59
CLINICA DEL ADULTO MAYOR,MEROPENEM,3,316.67
MEDICINA INTERNA,FLUCONAZOL,12,84.79
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TRIMETOPRIM/SULFAMETOXAZOL,4,11.5
CIRUGIA PLASTICA Y RECONSTRUCTIVA,DOXICICLINA,4,5.48
MEDICINA INTERNA,PARACETAMOL,7,129.68
MEDICINA INTERNA,GLUCOSA AL,10,33.65
MEDICINA INTERNA,INSULINA LISPRO,2,207.86
URGENCIAS,VASOPRESINA,6,339.86
CIRUGIA GENERAL,OMEPRAZOL,15,54.16
CIRUGIA GENERAL,TRAMADOL,15,22.99
CIRUGIA GENERAL,ACIDO ASCORBICO,10,21.89
CIRUGIA GENERAL,SULFATO  DE  MAGNESIO,30,5.31
URGENCIAS PEDIATRICAS,HEPARINA SODICA,1,70
URGENCIAS PEDIATRICAS,INSULINA HUMANA ACCION INTERMEDIA (N.P.H.),1,56.8
AREA DE CHOQUE,ROCURONIO BROMURO DE,12,72.29
AREA DE CHOQUE,INSULINA HUMANA ACCION INTERMEDIA (N.P.H.),2,56.8
AREA DE CHOQUE,PROPOFOL,0,1230.2
AREA DE CHOQUE,VASOPRESINA,4,339.86
AREA DE CHOQUE,INSULINA HUMANA ACCION RAPIDA,1,55.19
AREA DE CHOQUE,LIDOCAINA,2,27.49
AREA DE CHOQUE,GLUCONATO DE CALCIO AL,50,4.16
AREA DE CHOQUE,SULFATO  DE  MAGNESIO,50,5.31
AREA DE CHOQUE,NITROPRUSIATO,2,7064.74
URGENCIAS GINECOBSTETRICAS,FENITOINA SODICA,5,13.54
URGENCIAS GINECOBSTETRICAS,OMEPRAZOL,10,54.16
URGENCIAS GINECOBSTETRICAS,KETOROLACO,10,2.68
URGENCIAS GINECOBSTETRICAS,TRAMADOL,5,22.99
PEDIATRIA CLINICA,OXIMETAZOLINA,1,60.62
PEDIATRIA CLINICA,OXIMETAZOLINA,1,78.57
MEDICINA INTERNA,NISTATINA ,2,44.14
MEDICINA INTERNA,DOBUTAMINA,3,26.98
MEDICINA INTERNA,AMIKACINA SULFATO DE,1,4.79
URGENCIAS GINECOBSTETRICAS,CEFALOTINA SODICA,2,24.71
URGENCIAS PEDIATRICAS,TOBRAMICINA,2,129.38
MEDICINA INTERNA,CEFTAZIDIMA  PENTAHIDRATADA,4,23.37
TERAPIA INTENSIVA,CEFOTAXIMA,8,19.51
UNIDAD TOCOQUIRURGICA,METRONIDAZOL,3,14.35
ANESTESIOLOGIA,TRAMADOL,50,22.99
ANESTESIOLOGIA,ONDANSETRON,50,50
MEDICINA INTERNA,BUMETANIDA,4,40.38
UNIDAD TOCOQUIRURGICA,OXITOCINA SINTETICA,50,3.73
UNIDAD TOCOQUIRURGICA,HEPARINA SODICA,1,37.28
UNIDAD TOCOQUIRURGICA,HEPARINA SODICA,1,70
UNIDAD TOCOQUIRURGICA,INSULINA HUMANA ACCION RAPIDA,1,55.19
MEDICINA INTERNA,SERTRALINA,2,0.83
URGENCIAS,ATORVASTATINA,2,3.4
URGENCIAS,PREGABALINA,0,0.84
TERAPIA INTENSIVA,METRONIDAZOL,2,14.35
TERAPIA INTENSIVA,LEVETIRACETAM ,0,1245.84
TERAPIA INTENSIVA,DEXAMETASONA FOSFATO SODICO DE,3,8.17
MEDICINA INTERNA,SERO ALBUMINA HUMANA,4,669.6
MEDICINA INTERNA,LEVOFLOXACINA,1,750
MEDICINA INTERNA,ETAMBUTOL,3,3.01
MEDICINA INTERNA,AMIKACINA SULFATO DE,2,4.79
URGENCIAS,METILPREDNISOLONA,2,146.07
URGENCIAS,CEFALOTINA SODICA,2,24.71
URGENCIAS,ONDANSENTRON ,3,12
TERAPIA INTENSIVA PEDIATRICA,ACICLOVIR SODICO,2,117.7
URGENCIAS,ONDANSENTRON ,5,12
URGENCIAS,PARACETAMOL,5,129.68
TERAPIA INTENSIVA,CEFTRIAXONA,2,13.99
MEDICINA INTERNA,CEFTAROLINA FOSAMILO,3,1551.02
MEDICINA INTERNA,DAPTOMICINA,2,4375
MEDICINA INTERNA,CEFOTAXIMA,2,19.51
TERAPIA INTENSIVA,CLARITROMICINA,1,645.77
TERAPIA INTENSIVA,VANCOMICINA,1,46.68
TERAPIA INTENSIVA,NOREPINEFRINA,5,71.17
TERAPIA INTENSIVA,AMFOTERICINA B,2,400.19
TERAPIA INTENSIVA,FLUCONAZOL,12,84.79
TERAPIA INTENSIVA,ACIDO VALPROICO,6,4.46
TERAPIA INTENSIVA,LEVETIRACETAM ,8,20.1
TERAPIA INTENSIVA,VASOPRESINA,5,339.86
TERAPIA INTENSIVA,ROCURONIO BROMURO DE,5,72.29
TERAPIA INTENSIVA,CLARITROMICINA,2,645.77
URGENCIAS,TERLIPRESINA,11,724.58
GINECO OBSTETRICIA,TRAMADOL,3,22.99
GINECO OBSTETRICIA,KETOROLACO,3,1.8
GINECO OBSTETRICIA,PARACETAMOL,6,0.39
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ONDANSENTRON ,3,12
UROLOGIA,PARACETAMOL,3,129.68
UROLOGIA,KETOROLACO,3,2.68
CIRUGIA PLASTICA Y RECONSTRUCTIVA,PREDNISONA,2,0.44
MEDICINA INTERNA,NIFEDIPINO,4,1.2
MEDICINA INTERNA,PARACETAMOL,3,129.68
MEDICINA INTERNA,OMEPRAZOL,2,0.4
MEDICINA INTERNA,PREDNISONA,2,2.5
MEDICINA INTERNA,AMOXICILINA/CLAVULATO,8,4.6
MEDICINA INTERNA,ACIDO FOLICO,1,0.35
MEDICINA INTERNA,ONDANSENTRON ,3,12
MEDICINA INTERNA,ACIDO VALPROICO ,3,542.91
MEDICINA INTERNA,TRAMADOL,2,33.08
MEDICINA INTERNA,CARBAMAZEPINA,2,1.83
MEDICINA INTERNA,CLARITROMICINA,3,645.77
MEDICINA INTERNA,FUROSEMIDA,4,0.32
URGENCIAS,ONDANSENTRON ,20,12
URGENCIAS,MULTIVITAMINICO B,3,77.47
URGENCIAS,ATORVASTATINA,16,3.4
URGENCIAS PEDIATRICAS,ACIDO VALPROICO ,1,542.91
CIRUGIA GENERAL,PARACETAMOL,60,129.68
CIRUGIA GENERAL,KETOROLACO,30,2.68
CIRUGIA GENERAL,ONDANSENTRON ,6,12
CIRUGIA GENERAL,ACIDO ASCORBICO,12,21.89
MEDICINA INTERNA,BUMETANIDA,2,40.38
URGENCIAS,METRONIDAZOL,2,14.35
URGENCIAS,TRAMADOL,1,33.08
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TRIMETOPRIM/SULFAMETOXAZOL,6,11.5
MEDICINA INTERNA,TERLIPRESINA,8,724.58
URGENCIAS,AMOXICILINA/CLAVULATO,4,4.6
URGENCIAS,METILPREDNISOLONA,1,146.07
URGENCIAS,CEFTRIAXONA,4,13.99
URGENCIAS,ENOXAPARINA,4,42.15
URGENCIAS,FUROSEMIDA,6,3.56
TERAPIA INTENSIVA,DOXICICLINA,2,5.48
TERAPIA INTENSIVA,ROCURONIO BROMURO DE,20,72.29
URGENCIAS,CLONIXINATO DE LISINA,3,4.35
URGENCIAS,ESPIRONOLACTONA,1,0.97
CIRUGIA GENERAL,ERTAPENEM,2,345.76
CIRUGIA GENERAL,METOPROLOL,2,0.44
CIRUGIA GENERAL,ENOXAPARINA,2,42.15
CIRUGIA GENERAL,LEVOTIROXINA SODICA,3,6.28
CIRUGIA GENERAL,NIFEDIPINO,4,1.2
CIRUGIA GENERAL,CLONIXINATO DE LISINA,6,2.21
PEDIATRIA CLINICA,PARACETAMOL,4,129.68
PEDIATRIA CLINICA,PARACETAMOL,3,129.68
CIRUGIA GENERAL,ACIDO FOLICO,3,0.35
CIRUGIA GENERAL,PROPRANOLOL,2,0.32
CIRUGIA GENERAL,GABAPENTINA,5,4.35
CIRUGIA GENERAL,VANCOMICINA,3,46.68
CIRUGIA GENERAL,METRONIDAZOL,5,14.35
MEDICINA INTERNA,SUCRALFATO ,4,1.02
URGENCIAS,MEROPENEM,3,316.67
TERAPIA INTENSIVA,ACIDO VALPROICO ,2,542.91
URGENCIAS,PARACETAMOL,8,129.68
URGENCIAS,HEPARINA SODICA,2,70
URGENCIAS,TERLIPRESINA,6,724.58
URGENCIAS,ONDANSETRON,5,50
UNIDAD TOCOQUIRURGICA,OMEPRAZOL,6,54.16
UNIDAD TOCOQUIRURGICA,CLONIXINATO DE LISINA,10,2.21
TERAPIA INTENSIVA,LIDOCAINA,1,26.42
TERAPIA INTENSIVA,LIDOCAINA,1,27.49
MEDICINA INTERNA,HEPARINA SODICA,3,70
UNIDAD TOCOQUIRURGICA,INMUNOGLOBULINA ANTI D,3,2689.57
URGENCIAS,ISONIACIDA,4,3.29
URGENCIAS,LINEZOLID,1,287.5
TERAPIA INTENSIVA,PROPOFOL,3,1038.46
MEDICINA INTERNA,LINEZOLID,1,287.5
CIRUGIA GENERAL,SERO ALBUMINA HUMANA,4,669.6
URGENCIAS,LEVETIRACETAM ,1,20.1
URGENCIAS,FLUCONAZOL,2,5.3
CIRUGIA GENERAL,LINEZOLID,4,287.5
URGENCIAS,LINEZOLID,2,287.5
URGENCIAS,CEFALOTINA SODICA,8,24.71
MEDICINA INTERNA,CLINDAMICINA,2,14.33
URGENCIAS,PARACETAMOL,2,129.68
URGENCIAS,CARBAMAZEPINA,2,1.83
URGENCIAS,ACIDO VALPROICO,3,4.46
URGENCIAS,VANCOMICINA,1,46.68
URGENCIAS,LEVOSIMENDAN,2,9148.11
SUBDIRECCION DE ENFERMERIA,METOCLOPRAMIDA,2,1.64
SUBDIRECCION DE ENFERMERIA,KETOROLACO,3,2.68
URGENCIAS,METAMIZOL,9,2.91
CIRUGIA GENERAL,BICARBONATO DE SODIO,50,5.15
URGENCIAS,LIDOCAINA/EPINEFRINA AL,2,115.38
URGENCIAS,LORAZEPAM,40,15.98
URGENCIAS,MIDAZOLAM,10,16
TERAPIA INTENSIVA,CASPOFUNGINA,2,1166.67
AREA DE CHOQUE,AMPICILINA SODICA,4,13.31
URGENCIAS,CEFEPIME ,2,50.64
URGENCIAS,BICARBONATO DE SODIO,50,5.15
MEDICINA INTERNA,VECURONIO BROMURO DE ,2,29.85
SUBDIRECCION DE ENFERMERIA,CAPTOPRIL,4,0.15
SUBDIRECCION DE ENFERMERIA,NIFEDIPINO,2,1.2
URGENCIAS,EPINEFRINA,15,5.73
URGENCIAS PEDIATRICAS,ACIDO VALPROICO ,2,542.91
URGENCIAS,TERLIPRESINA,2,724.58
MEDICINA INTERNA,PIPERACILINA/TAZOBACTAM,1,73.06
SUBDIRECCION DE ENFERMERIA,DOBUTAMINA,2,26.98
SUBDIRECCION DE ENFERMERIA,FENITOINA SODICA,4,13.54
AREA DE CHOQUE,HALOPERIDOL,6,12.3
AREA DE CHOQUE,BUPRENORFINA,6,5.1
GINECO OBSTETRICIA,CEFALOTINA SODICA,4,24.71
URGENCIAS,TERLIPRESINA,12,724.58
URGENCIAS,MEROPENEM,2,316.67
URGENCIAS,ACIDO ACETILSALICILICO,1,0.59
URGENCIAS,ENOXAPARINA,2,56.15
URGENCIAS,CLOPIDOGREL,1,2.43
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ONDANSETRON,3,3.18
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TRAMADOL,0,33.08
MEDICINA INTERNA,LEVOSIMENDAN,1,9148.11
MEDICINA INTERNA,NITROFURANTOINA,4,2.3
TERAPIA INTENSIVA,ACIDO VALPROICO ,3,542.91
TERAPIA INTENSIVA,NOREPINEFRINA,7,71.17
TERAPIA INTENSIVA,PROPOFOL,6,1038.46
TERAPIA INTENSIVA,GLUCONATO DE CALCIO AL,4,4.16
TERAPIA INTENSIVA,ACIDO VALPROICO,0,344.87
TERAPIA INTENSIVA,LEVETIRACETAM,8,505.09
URGENCIAS,CEFTAZIDIMA  PENTAHIDRATADA,5,23.37
URGENCIAS,LEVOTIROXINA SODICA,1,6.28
URGENCIAS,ENOXAPARINA,1,37.24
URGENCIAS,ACICLOVIR SODICO,12,117.7
URGENCIAS,VANCOMICINA,8,46.68
URGENCIAS,PARACETAMOL,3,0.39
URGENCIAS,LEVETIRACETAM ,4,20.1
TERAPIA INTENSIVA,ACIDO ASCORBICO,1,21.89
GINECO OBSTETRICIA,CEFALEXINA  MONOHIDRATADA ,4,1.86
TERAPIA INTENSIVA,CEFOTAXIMA,12,19.51
URGENCIAS,MOXIFLOXACINO,1,177.88
MEDICINA INTERNA,ACIDO ACETILSALICILICO,1,0.59
MEDICINA INTERNA,BUMETANIDA,8,40.38
MEDICINA INTERNA,METOPROLOL,2,0.44
MEDICINA INTERNA,DOBUTAMINA,2,26.98
MEDICINA INTERNA,LEVOSIMENDAN,6,9148.11
MEDICINA INTERNA,TRAMADOL,0,33.08
MEDICINA INTERNA,ESPIRONOLACTONA,2,0.97
MEDICINA INTERNA,PROPRANOLOL,2,0.32
MEDICINA INTERNA,ERITROPOYETINA HUMANA RECOMBINANTE,1,268.81
MEDICINA INTERNA,PIPERACILINA/TAZOBACTAM,4,73.06
MEDICINA INTERNA,CARBAMAZEPINA,3,1.83
MEDICINA INTERNA,MEROPENEM,2,316.67
MEDICINA INTERNA,AMOXICILINA/CLAVULATO,6,4.6
URGENCIAS,AMPICILINA SODICA,20,13.31
URGENCIAS,CIPROFLOXACINO,14,5.75
CIRUGIA GENERAL,SUCRALFATO ,4,1.02
CIRUGIA GENERAL,PROPRANOLOL,4,0.32
CIRUGIA GENERAL,MEROPENEM,4,316.67
TERAPIA INTENSIVA,ROCURONIO BROMURO DE,10,72.29
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TRAMADOL,6,22.99
URGENCIAS,ONDANSETRON,20,50
URGENCIAS,OMEPRAZOL,25,54.16
URGENCIAS GINECOBSTETRICAS,INSULINA HUMANA ACCION RAPIDA,1,55.19
URGENCIAS GINECOBSTETRICAS,INSULINA HUMANA ACCION INTERMEDIA (N.P.H.),1,56.8
URGENCIAS,NOREPINEFRINA,50,71.17
URGENCIAS,CLORURO DE POTASIO,50,1.82
URGENCIAS,FOSFATO DE POTASIO,25,14.61
URGENCIAS,NOREPINEFRINA,25,71.17
URGENCIAS,VASOPRESINA,4,339.86
URGENCIAS,FUROSEMIDA,20,3.56
URGENCIAS,DOBUTAMINA,4,26.98
URGENCIAS,PROPOFOL,5,1038.46
TERAPIA INTENSIVA,INSULINA HUMANA ACCION RAPIDA,1,55.19
TERAPIA INTENSIVA,HEPARINA SODICA,1,37.28
TERAPIA INTENSIVA,HEPARINA SODICA,1,70
CIRUGIA GENERAL,PARACETAMOL,50,129.68
CIRUGIA GENERAL,EPINEFRINA,20,5.73
CIRUGIA GENERAL,NOREPINEFRINA,10,71.17
URGENCIAS,GLUCOSA AL,20,33.65
MEDICINA INTERNA,GLUCOSA AL,15,33.65
MEDICINA INTERNA,PARACETAMOL,10,129.68
MEDICINA INTERNA,NOREPINEFRINA,15,71.17
MEDICINA INTERNA,INSULINA HUMANA ACCION INTERMEDIA (N.P.H.),2,56.8
URGENCIAS,HIDROCORTISONA SUCCINATO SODICO DE,30,23.02
URGENCIAS,INSULINA GLARGINA,1,582.04
MEDICINA INTERNA,TRAMADOL,4,22.99
TERAPIA INTENSIVA,LINEZOLID,2,287.5
URGENCIAS,FUROSEMIDA,4,0.32
CIRUGIA PLASTICA Y RECONSTRUCTIVA,MEROPENEM,3,316.67
CIRUGIA PLASTICA Y RECONSTRUCTIVA,OMEPRAZOL,0,8.84
URGENCIAS PEDIATRICAS,CLORURO DE SODIO AL,10,10.86
URGENCIAS PEDIATRICAS,PARACETAMOL,10,0.39
URGENCIAS GINECOBSTETRICAS,INDOMETACINA,10,5.84
SUBDIRECCION DE ENFERMERIA,LIDOCAINA/EPINEFRINA AL,20,115.38
NEONATOLOGIA,GLUCOSA AL,10,33.65
NEONATOLOGIA,FUROSEMIDA,30,3.56
NEONATOLOGIA,GLUCONATO DE CALCIO AL,20,4.16
NEONATOLOGIA,CLORURO DE SODIO AL,20,10.86
NEONATOLOGIA,PARACETAMOL,2,129.68
NEONATOLOGIA,LEVETIRACETAM,1,505.09
NEONATOLOGIA,CAFEINA CITRATO DE,20,615.18
MEDICINA INTERNA,SULFATO  DE  MAGNESIO,100,5.31
MEDICINA INTERNA,LIDOCAINA,3,26.42
MEDICINA INTERNA,NOREPINEFRINA,20,71.17
MEDICINA INTERNA,PROPOFOL,4,1038.46
UROLOGIA,CLORURO DE BENZALCONIO,7,24.44
UROLOGIA,CAPTOPRIL,7,0.15
UROLOGIA,NIFEDIPINO,9,1.2
MEDICINA INTERNA,HIALURONATO DE SODIO AL,2,1265.9
MEDICINA INTERNA,CAPTOPRIL,5,0.15
UNIDAD TOCOQUIRURGICA,GLUCONATO DE CALCIO AL,5,4.16
UNIDAD TOCOQUIRURGICA,BICARBONATO DE SODIO,10,5.15
UNIDAD TOCOQUIRURGICA,ATROPINA SULFATO DE,10,2.84
UNIDAD TOCOQUIRURGICA,GLUCOSA AL,2,33.65
UNIDAD TOCOQUIRURGICA,LIDOCAINA,10,26.42
UNIDAD TOCOQUIRURGICA,LIDOCAINA Y EPINEFRINA AL,0,5.5
UNIDAD TOCOQUIRURGICA,METOCLOPRAMIDA,10,0.22
UNIDAD TOCOQUIRURGICA,METOCLOPRAMIDA,15,1.64
UNIDAD TOCOQUIRURGICA,TRAMADOL,10,22.99
UNIDAD TOCOQUIRURGICA,ONDANSETRON,20,50
UNIDAD TOCOQUIRURGICA,BUPIVACAINA GLUCOSA,0,15.5
MEDICINA INTERNA,MULTIVITAMINICO B,3,77.47
URGENCIAS,PROPOFOL,10,1038.46
TERAPIA INTENSIVA,CLORURO DE POTASIO,10,1.82
URGENCIAS,BUTILHIOSCINA,10,5.43
ORTOPEDIA,CLINDAMICINA,1,5.27
MEDICINA INTERNA,MEROPENEM,1,316.67
AREA DE CHOQUE,AMPICILINA SODICA,12,13.31
AREA DE CHOQUE,ACICLOVIR SODICO,7,117.7
ORTOPEDIA,TRAMADOL,2,22.99
ORTOPEDIA,KETOROLACO,2,2.68
ORTOPEDIA,ENOXAPARINA,1,42.15
AREA DE CHOQUE,MEROPENEM,3,316.67
AREA DE CHOQUE,DOBUTAMINA,2,26.98
AREA DE CHOQUE,VASOPRESINA,20,339.86
URGENCIAS,CIPROFLOXACINO,4,5.75
AREA DE CHOQUE,PROPOFOL,5,1038.46
AREA DE CHOQUE,HIDROCORTISONA SUCCINATO SODICO DE,2,23.02
AREA DE CHOQUE,FUROSEMIDA,6,3.56
AREA DE CHOQUE,ATORVASTATINA,4,3.4
AREA DE CHOQUE,ACIDO ACETILSALICILICO,1,0.59
AREA DE CHOQUE,OMEPRAZOL,2,54.16
PEDIATRIA CLINICA,AMIKACINA SULFATO DE,1,3.22
TERAPIA INTENSIVA,SULFATO  DE  MAGNESIO,2,5.31
AREA DE CHOQUE,CEFTRIAXONA,1,13.99
AREA DE CHOQUE,DEXAMETASONA FOSFATO SODICO DE,1,8.17
URGENCIAS,ONDANSETRON,2,50
URGENCIAS,FITOMENADIONA,1,7.76
AREA DE CHOQUE,CEFTAZIDIMA  PENTAHIDRATADA,2,23.37
AREA DE CHOQUE,ATORVASTATINA,2,3.4
AREA DE CHOQUE,FUROSEMIDA,8,3.56
URGENCIAS,FLUCONAZOL,10,5.3
URGENCIAS,CLORFENAMINA,3,29.43
URGENCIAS,PREDNISONA,2,2.5
URGENCIAS,ACIDO VALPROICO,2,4.46
URGENCIAS,CARBAMAZEPINA,3,1.83
URGENCIAS,VANCOMICINA,2,46.68
ORTOPEDIA,PARACETAMOL,3,129.68
ORTOPEDIA,CEFALOTINA SODICA,4,24.71
ORTOPEDIA,TRAMADOL,3,22.99
ORTOPEDIA,CLINDAMICINA,4,14.33
ORTOPEDIA,TRAMADOL,4,22.99
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ENOXAPARINA,2,42.15
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ONDANSENTRON ,2,12
URGENCIAS,LEVOSIMENDAN,5,9148.11
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,ACIDO ASCORBICO,14,21.89
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,CLORURO DE POTASIO,28,1.82
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,GLUCOSA AL,4,33.65
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,SULFATO  DE  MAGNESIO,23,5.31
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,TRAMADOL,5,22.99
AREA DE CHOQUE,PARACETAMOL,3,129.68
AREA DE CHOQUE,NIFEDIPINO,20,1.2
AREA DE CHOQUE,ACIDO ACETILSALICILICO,20,0.59
AREA DE CHOQUE,GLUCOSA AL,10,33.65
ANESTESIOLOGIA,CLORURO DE POTASIO,40,1.82
ANESTESIOLOGIA,CLORURO DE SODIO AL,40,10.86
TERAPIA INTENSIVA,FENTANILO CITRATO DE,30,19.47
TERAPIA INTENSIVA,BUPRENORFINA,6,5.1
CIRUGIA GENERAL,BUPRENORFINA,12,5.1
NEONATOLOGIA,DEXAMETASONA,1,495.65
NEONATOLOGIA,CLINDAMICINA,2,5.27
NEONATOLOGIA,CEFOTAXIMA,2,19.51
URGENCIAS PEDIATRICAS,CLINDAMICINA,3,14.33
NEONATOLOGIA,VANCOMICINA,3,46.68
NEONATOLOGIA,CASPOFUNGINA,1,1166.67
CIRUGIA GENERAL,PARACETAMOL,2,129.68
MEDICINA INTERNA,FUROSEMIDA,3,0.32
MEDICINA INTERNA,CARBAMAZEPINA,0,1.83
MEDICINA INTERNA,LEVETIRACETAM ,2,20.1
MEDICINA INTERNA,RISPERIDONA,1,0.49
MEDICINA INTERNA,CEFALOTINA SODICA,8,24.71
MEDICINA INTERNA,COLCHICINA,1,0.79
MEDICINA INTERNA,CLINDAMICINA,3,14.33
URGENCIAS,MULTIVITAMINICO B,2,77.47
MEDICINA INTERNA,CAPTOPRIL,0,0.15
MEDICINA INTERNA,MEROPENEM,3,316.67
MEDICINA INTERNA,METRONIDAZOL,3,14.35
MEDICINA INTERNA,METRONIDAZOL,2,0.44
URGENCIAS,CEFOTAXIMA,2,19.51
URGENCIAS,CEFTRIAXONA,3,13.99
URGENCIAS,FUROSEMIDA,1,0.32
CIRUGIA GENERAL,BUMETANIDA,6,40.38
URGENCIAS,MISOPROSTOL,4,15.9
URGENCIAS,KETOROLACO,3,1.8
URGENCIAS,GLUCOSA AL,5,33.65
AREA DE CHOQUE,MIDAZOLAM,10,16
CIRUGIA PLASTICA Y RECONSTRUCTIVA,INSULINA GLARGINA,1,582.04
URGENCIAS,GABAPENTINA,2,4.35
URGENCIAS,ERTAPENEM,1,345.76
URGENCIAS,CEFALOTINA SODICA,6,24.71
INFECTOLOGIA,LINEZOLID,1,287.5
INFECTOLOGIA,AMIKACINA SULFATO DE,2,4.79
ORTOPEDIA,ENOXAPARINA,2,42.15
ORTOPEDIA,CEFALOTINA SODICA,3,24.71
ORTOPEDIA,KETOROLACO,3,2.68
PEDIATRIA CLINICA,PARACETAMOL,2,129.68
AREA DE CHOQUE,VANCOMICINA,4,46.68
AREA DE CHOQUE,ACICLOVIR SODICO,9,117.7
AREA DE CHOQUE,DEXAMETASONA FOSFATO SODICO DE,3,8.17
AREA DE CHOQUE,PROPRANOLOL,2,0.32
AREA DE CHOQUE,PREDNISONA,2,2.5
AREA DE CHOQUE,CEFTAZIDIMA  PENTAHIDRATADA,6,23.37
MEDICINA INTERNA,SUCRALFATO ,1,1.02
MEDICINA INTERNA,TERLIPRESINA,2,724.58
MEDICINA INTERNA,CEFOTAXIMA,4,19.51
MEDICINA INTERNA,HIDROCORTISONA SUCCINATO SODICO DE,3,23.02
MEDICINA INTERNA,CEFTAZIDIMA  PENTAHIDRATADA,2,23.37
MEDICINA INTERNA,FUROSEMIDA,3,3.56
MEDICINA INTERNA,VANCOMICINA,4,46.68
TERAPIA INTENSIVA,FUROSEMIDA,10,3.56
TERAPIA INTENSIVA,SULFATO  DE  MAGNESIO,4,5.31
TERAPIA INTENSIVA,SULFATO  DE  MAGNESIO,6,5.31
TERAPIA INTENSIVA,DIGOXINA,1,0.75
TERAPIA INTENSIVA,RISPERIDONA,1,0.49
TERAPIA INTENSIVA,SULFATO  DE  MAGNESIO,5,5.31
TERAPIA INTENSIVA,ACIDO ASCORBICO,2,21.89
TERAPIA INTENSIVA,SILDENAFIL,1,6.25
TERAPIA INTENSIVA,AMOXICILINA/CLAVULATO,6,4.6
TERAPIA INTENSIVA,ACIDO VALPROICO,12,4.46
ANESTESIOLOGIA,DEXAMETASONA FOSFATO SODICO DE,100,8.17
ANESTESIOLOGIA,PROPOFOL,50,1230.2
ANESTESIOLOGIA,PROPOFOL,50,44.29
ANESTESIOLOGIA,PROPOFOL ,50,386.22
NEONATOLOGIA,SUCRALFATO ,10,1.02
NEONATOLOGIA,ESPIRONOLACTONA,10,0.97
NEONATOLOGIA,FUROSEMIDA,10,0.32
NEONATOLOGIA,ACIDO URSODEOXICOLICO,10,6.04
MEDICINA INTERNA,CLORURO DE POTASIO,50,1.82
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,ACIDO ASCORBICO,11,21.89
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,METILPREDNISOLONA,3,146.07
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,PROPOFOL,3,1038.46
AREA DE CHOQUE,TERLIPRESINA,4,724.58
AREA DE CHOQUE,METRONIDAZOL,1,14.35
URGENCIAS,CEFOTAXIMA,1,19.51
URGENCIAS,METRONIDAZOL,1,14.35
URGENCIAS,EPINEFRINA,10,5.73
URGENCIAS,DEXAMETASONA FOSFATO SODICO DE,10,8.17
URGENCIAS,GLUCOSA AL,3,33.65
URGENCIAS,OMEPRAZOL,15,54.16
SUBDIRECCION DE ENFERMERIA,PARACETAMOL,2,129.68
SUBDIRECCION DE ENFERMERIA,LACTULOSA,1,71.4
URGENCIAS,GLUCOSA AL,15,33.65
URGENCIAS,CLONIXINATO DE LISINA,10,4.35
